Year,Month,Trade,Product,Product_KR,Country,Cases,Quantity_kg
2025,8,Import,Dried deer velvet,녹용,China,7,14311
2025,8,Import,Dried deer velvet,녹용,New Zealand,1,937.73
2025,8,Import,Dried deer velvet,녹용,Russia,2,806
2025,9,Export,Deer velvet extract,녹용추출물,USA,1,661.5
2025,9,Import,Dried deer velvet,녹용,China,5,14760
2025,9,Import,Dried deer velvet,녹용,Hong Kong,1,500
2025,9,Import,Dried deer velvet,녹용,New Zealand,2,4573.3
2025,9,Import,Frozen deer velvet,생녹용,China,1,700
2025,9,Import,Deer velvet extract,녹용추출물,New Zealand,1,222.96
2025,10,Export,Deer velvet extract,녹용추출물,USA,2,1165.5
2025,10,Import,Dried deer velvet,녹용,China,4,6044
2025,10,Import,Dried deer velvet,녹용,Hong Kong,1,400
2025,10,Import,Dried deer velvet,녹용,Kazakhstan,1,125
2025,10,Import,Dried deer velvet,녹용,Russia,2,2796.53
2025,10,Import,Frozen deer velvet,생녹용,New Zealand,1,3203.9
2025,11,Import,Dried deer velvet,녹용,China,8,4023
2025,11,Import,Dried deer velvet,녹용,New Zealand,1,500
2025,11,Import,Dried deer velvet,녹용,Russia,3,4139.42
2025,12,Import,Dried deer velvet,녹용,China,8,14170
2025,12,Import,Dried deer velvet,녹용,Hong Kong,1,400
2025,12,Import,Dried deer velvet,녹용,Kazakhstan,1,933
2025,12,Import,Dried deer velvet,녹용,Russia,4,3106.57
2025,12,Import,Frozen deer velvet,생녹용,China,1,650
2025,12,Import,Frozen deer velvet,생녹용,New Zealand,4,9066.78
2026,1,Import,Dried deer velvet,녹용,Australia,2.0,0.3
2026,1,Import,Dried deer velvet,녹용,China,5.0,1870.5
2026,1,Import,Dried deer velvet,녹용,Hong Kong,1.0,500.0
2026,1,Import,Dried deer velvet,녹용,Mongolia,1.0,0.3
2026,1,Import,Dried deer velvet,녹용,New Zealand,14.0,2.2
2026,1,Import,Dried deer velvet,녹용,Russia,1.0,1350.0
2026,1,Import,Frozen deer velvet,생녹용,New Zealand,2.0,4000.0
2026,2,Import,Dried deer velvet,녹용,Australia,4.0,0.5
2026,2,Import,Dried deer velvet,녹용,China,3.0,5161.2
2026,2,Import,Dried deer velvet,녹용,New Zealand,10.0,1.1
2026,2,Import,Dried deer velvet,녹용,Russia,3.0,3755.6
2026,2,Import,Frozen deer velvet,생녹용,New Zealand,3.0,9279.0
2026,3,Export,Dried deer velvet,녹용,Hong Kong,1.0,2125.6
2026,3,Import,Dried deer velvet,녹용,Australia,1.0,0.1
2026,3,Import,Dried deer velvet,녹용,China,2.0,1160.0
2026,3,Import,Dried deer velvet,녹용,Hong Kong,1.0,400.0
2026,3,Import,Dried deer velvet,녹용,New Zealand,15.0,926.0
2026,3,Import,Dried deer velvet,녹용,Russia,7.0,8222.0
2026,3,Import,Dried deer velvet,녹용,USA,2.0,0.5
2026,3,Import,Frozen deer velvet,생녹용,New Zealand,5.0,20203.4
2026,4,Import,Dried deer velvet,녹용,Australia,1.0,0.1
2026,4,Import,Dried deer velvet,녹용,China,9.0,12696.0
2026,4,Import,Dried deer velvet,녹용,Hong Kong,1.0,400.0
2026,4,Import,Dried deer velvet,녹용,New Zealand,30.0,775.3
2026,4,Import,Dried deer velvet,녹용,Russia,6.0,5620.2
2026,4,Import,Dried deer velvet,녹용,USA,1.0,0.1
2026,4,Import,Frozen deer velvet,생녹용,New Zealand,3.0,8413.5
2026,5,Import,Dried deer velvet,녹용,Australia,3.0,0.3
2026,5,Import,Dried deer velvet,녹용,China,9.0,9137.0
2026,5,Import,Dried deer velvet,녹용,New Zealand,47.0,973.7
2026,5,Import,Dried deer velvet,녹용,Russia,3.0,1875.0
2026,5,Import,Dried deer velvet,녹용,USA,2.0,1.2
2026,5,Import,Frozen deer velvet,생녹용,New Zealand,2.0,3682.0
2026,6,Import,Dried deer velvet,녹용,Australia,2.0,0.5
2026,6,Import,Dried deer velvet,녹용,Canada,1.0,0.1
2026,6,Import,Dried deer velvet,녹용,China,5.0,6502.7
2026,6,Import,Dried deer velvet,녹용,Hong Kong,1.0,500.0
2026,6,Import,Dried deer velvet,녹용,New Zealand,32.0,995.7
2026,6,Import,Dried deer velvet,녹용,Russia,1.0,435.9
2026,6,Import,Frozen deer velvet,생녹용,New Zealand,1.0,3051.0
