Year,Month,Trade,Basis,HS_Code,Product_EN,Product_KR,Country,Quantity_kg,FOB_NZD
2026,2,Export,"Export customs (FOB, NZD)",0507900038,Powder of horns/velvet,녹용·녹각 분말,South Korea,10,5100
2026,2,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),Taiwan,400,42000
2026,2,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),Hong Kong,35,33008
2026,2,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),Japan,201,110000
2026,3,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,China,3810,117302
2026,3,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),China,168050,13029041
2026,3,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,South Korea,5000,394915
2026,3,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),South Korea,5500,486535
2026,3,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),South Korea,924,214251
2026,3,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),Taiwan,526,55241
2026,4,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,China,1610,126210
2026,4,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),China,107400,8581861
2026,4,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),South Korea,3082,178756
2026,4,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),South Korea,770,227868
2026,4,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,Australia,1000,59242
2026,4,Export,"Export customs (FOB, NZD)",0507900038,Powder of horns/velvet,녹용·녹각 분말,Hong Kong,121,24395
2026,4,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,USA,216,3502
2026,5,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,China,5695,322433
2026,5,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),China,186293,13590847
2026,5,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),South Korea,3051,268500
2026,5,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),South Korea,968,285745
2026,5,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,Australia,2351,176952
2026,5,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),Hong Kong,2076,220067
2026,5,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,USA,23,7500
2026,6,Export,"Export customs (FOB, NZD)",0507900002,"Antler/velvet, unworked (excl. powder)",녹각·미가공 녹용,China,26384,1262056
2026,6,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),China,19138,1319426
2026,6,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),South Korea,7171,911887
2026,6,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),South Korea,991,369080
2026,6,Export,"Export customs (FOB, NZD)",0507900011,"Velvet, unworked, frozen",생녹용(냉동),Taiwan,229,27538
2026,6,Export,"Export customs (FOB, NZD)",0507900012,"Velvet, unworked, dried",녹용(건조),Hong Kong,135,31197
