Year,Month,Day,Date,Trade,Basis,Importer_KR,Importer_EN,Exporter_EN,Product_name_KR,Product_type_KR,Product_EN,Category,Origin_KR,Origin_EN,Export_country_KR,Export_country_EN
2025,2,18,2025-02-18,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,"OOO ""SEMINSKY""",녹용,녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,2,18,2025-02-18,Import,Food import clearance (식품 통관),향나바이오 주식회사,Hyangna Bio,"OOO ""SEMINSKY""",녹용,녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,2,18,2025-02-18,Import,Food import clearance (식품 통관),(주)대원알디티,DaeWon RTD,SPK ABAISKI,녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,2,25,2025-02-25,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,WONALTAY INTERNATIONAL,녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,2,26,2025-02-26,Import,Food import clearance (식품 통관),태안약업(주),Taeahn (Mr. Ahn),ROKLAND CORPORATION LIMITED,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,2,28,2025-02-28,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,STREAMLANDS EXPORTS NZ LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,4,2025-03-04,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,5,2025-03-05,Import,Food import clearance (식품 통관),록원,Rokone,STREAMLANDS EXPORTS NZ LTD,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,7,2025-03-07,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,CK IMPORT-EXPORT COMPANY NZ LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,10,2025-03-10,Import,Food import clearance (식품 통관),대호제약주식회사,Daeho Pharm.,TIELING HUANGJIA YIPIN FOODS CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,3,12,2025-03-12,Import,Food import clearance (식품 통관),주식회사 가온제약,GaOn Pharm,PROVELCO LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,13,2025-03-13,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,TASMAN VELVETPROCESSORS LTD,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,17,2025-03-17,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ROKLAND CORPORATION LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,26,2025-03-26,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,ORIENTAL DEER HOLDINGS LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,3,28,2025-03-28,Import,Food import clearance (식품 통관),주식회사 비봉허브,Bibong Herb,STREAMLANDS EXPORTS NZ LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,4,2,2025-04-02,Import,Food import clearance (식품 통관),(주)바이오닷,Bio Dot (Han Dong Herb),YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,4,11,2025-04-11,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,"DALIAN CHANG LU DEER INDUSTRY CO., LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,4,18,2025-04-18,Import,Food import clearance (식품 통관),(주)천호엔케어,Chunho N Care,STREAMLANDS EXPORTS NZ LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,4,25,2025-04-25,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,5,1,2025-05-01,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ROKLAND CORPORATION LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,5,1,2025-05-01,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,5,22,2025-05-22,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,ORIENTAL DEER HOLDINGS LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,5,27,2025-05-27,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,"TEN-EXPORT LTD,",녹용,녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,6,4,2025-06-04,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ORIENTAL DEER HOLDINGS LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,6,4,2025-06-04,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,TASMAN VELVETPROCESSORS LTD,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,6,26,2025-06-26,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,7,1,2025-07-01,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,DALIAN SHENG EN DEER PRODUCTS CO LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,8,27,2025-08-27,Import,Food import clearance (식품 통관),시베리안앤틀러팜스 주식회사,Siberian Antlers Pharms Inc.,"OOO ""SEMINSKY""",녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,8,29,2025-08-29,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,DALIAN HENGLU DEER INDUSTRY CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,9,2,2025-09-02,Import,Food import clearance (식품 통관),향나바이오 주식회사,Hyangna Bio,DALIAN SHENG EN DEER PRODUCTS CO LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,9,9,2025-09-09,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,ORIENTAL DEER HOLDINGS LIMITED,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,9,23,2025-09-23,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PAREX INTERNATIONAL LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,9,23,2025-09-23,Import,Food import clearance (식품 통관),온바이오,OnBio,"DALIAN F.T.Z. JUNFENG INTERNATIONAL INDUSTRIAL & TRADE CO.,LTD.",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,10,23,2025-10-23,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,"DALIAN CHANG LU DEER INDUSTRY CO., LTD",녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,10,23,2025-10-23,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ORIENTAL DEER HOLDINGS LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,11,11,2025-11-11,Import,Food import clearance (식품 통관),(주)대원알디티,DaeWon RTD,SPK ABAISKI,녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,11,11,2025-11-11,Import,Food import clearance (식품 통관),흥수녹용,Heungsoo Nogyong,SPK ABAISKI,녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,11,14,2025-11-14,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,ORIENTAL DEER HOLDINGS LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,11,20,2025-11-20,Import,Food import clearance (식품 통관),온바이오,OnBio,DALIAN SHENG EN DEER PRODUCTS CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,11,28,2025-11-28,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,"XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,12,4,2025-12-04,Import,Food import clearance (식품 통관),조은생약,JoEun Pharm ,"UIMON CO.,LTD",녹용,녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2025,12,8,2025-12-08,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,DALIAN HENGLU DEER INDUSTRY CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,12,10,2025-12-10,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,12,10,2025-12-10,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2025,12,15,2025-12-15,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,DALIAN SHENG EN DEER PRODUCTS CO LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2025,12,15,2025-12-15,Import,Food import clearance (식품 통관),(주)용보제약,YongBo (Mr. Woljin Kim),"XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,1,9,2026-01-09,Import,Food import clearance (식품 통관),건향제약주식회사,Geonhyang Pharm.,IP SHPILEKOV ALEXEY MIKHAILOVICH,녹용(건조),녹용(건조),Deer velvet (dried),Dried,러시아,Russia,러시아,Russia
2026,1,9,2026-01-09,Import,Food import clearance (식품 통관),(주)바이오닷,Bio Dot (Han Dong Herb),C K IMPORT EXPORT CO (NZ) LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,1,15,2026-01-15,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,ROKLAND CORPORATION LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,1,27,2026-01-27,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,"DALIAN F.T.Z. JUNFENG INTERNATIONAL INDUSTRIAL & TRADE CO.,LTD.",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,2,5,2026-02-05,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,2,20,2026-02-20,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,11,2026-03-11,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,DALIAN HENGLU DEER INDUSTRY CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,3,11,2026-03-11,Import,Food import clearance (식품 통관),유진통상,Yujin Trade,DALIAN HENGLU DEER INDUSTRY CO LTD,녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,3,12,2026-03-12,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,ROKLAND CORPORATION LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,12,2026-03-12,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PAREX INTERNATIONAL LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,12,2026-03-12,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,ROKLAND CORPORATION LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,12,2026-03-12,Import,Food import clearance (식품 통관),(주)한국인삼공사,KGC,PAREX INTERNATIONAL LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,16,2026-03-16,Import,Food import clearance (식품 통관),(주)바이오닷,Bio Dot (Han Dong Herb),C K IMPORT EXPORT CO (NZ) LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,16,2026-03-16,Import,Food import clearance (식품 통관),(주)바이오닷,Bio Dot (Han Dong Herb),C K IMPORT EXPORT CO (NZ) LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,17,2026-03-17,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,17,2026-03-17,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,PROVELCO LTD,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,25,2026-03-25,Import,Food import clearance (식품 통관),온바이오,OnBio,YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,3,25,2026-03-25,Import,Food import clearance (식품 통관),온바이오,OnBio,YIK LUNG TONG(NZ) INTERNAIONAL LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,3,2026-04-03,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ROKLAND CORPORATION LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,3,2026-04-03,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,3,2026-04-03,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,ROKLAND CORPORATION LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,3,2026-04-03,Import,Food import clearance (식품 통관),화용제약,HwaYong Pharm.,CK IMPORT EXPORT CO.(NZ) LTD,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,7,2026-04-07,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,"XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,4,7,2026-04-07,Import,Food import clearance (식품 통관),주식회사 가온제약,GaOn Pharm,CK IMPORT-EXPORT COMPANY NZ LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,7,2026-04-07,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,"XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,4,7,2026-04-07,Import,Food import clearance (식품 통관),주식회사 가온제약,GaOn Pharm,CK IMPORT-EXPORT COMPANY NZ LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,4,10,2026-04-10,Import,Food import clearance (식품 통관),(주)우성생약,WooSung (Mr Bang) ,"XIFENG MINHE DEER PRODUCTS CO.,LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,4,17,2026-04-17,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,"TIELING AOLU TRADE CO.,LTD",녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,4,17,2026-04-17,Import,Food import clearance (식품 통관),(주)온누리바이오생약,Onnuri Bio,"TIELING AOLU TRADE CO.,LTD",녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,5,8,2026-05-08,Import,Food import clearance (식품 통관),온바이오,OnBio,"DALIAN F.T.Z. JUNFENG INTERNATIONAL INDUSTRIAL & TRADE CO.,LTD.",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,5,13,2026-05-13,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,"TIELING AOLU TRADE CO.,LTD",녹용,녹용(건조),Deer velvet (dried),Dried,중국,China,중국,China
2026,5,19,2026-05-19,Import,Food import clearance (식품 통관),와이더블유 인터내셔날,YW International,ROKLAND CORPORATION LIMITED,냉동녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,5,27,2026-05-27,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,"DALIAN CHANG LU DEER INDUSTRY CO., LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,5,29,2026-05-29,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,UB BIO LIMITED,생녹용,생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,6,4,2026-06-04,Import,Food import clearance (식품 통관),주식회사 비봉허브,Bibong Herb,VEXCO LIMITED,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,6,4,2026-06-04,Import,Food import clearance (식품 통관),(주)케이앤씨디어트레이드,KNC Deertrade,"DALIAN CHANG LU DEER INDUSTRY CO., LTD",녹용(건조),녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,중국,China
2026,6,17,2026-06-17,Import,Food import clearance (식품 통관),주식회사 이룡제약,Eryong Pharm.,ORIENTAL DEER HOLDINGS LIMITED,생녹용(냉동),생녹용(냉동),Deer velvet (frozen),Frozen,뉴질랜드,New Zealand,뉴질랜드,New Zealand
2026,6,29,2026-06-29,Import,Food import clearance (식품 통관),(주)천호엔케어,Chunho N Care,STREAMLANDS EXPORTS NZ LTD,녹용,녹용(건조),Deer velvet (dried),Dried,뉴질랜드,New Zealand,뉴질랜드,New Zealand
