Year,Month,Trade,Basis,HS_Code,Product_KR,Product_EN,Country_KR,Country_EN,Quantity_kg,Value_USD1000
2025,10,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2025,10,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,556.0,84.0
2025,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,3410.0,406.0
2025,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,7.0,6.0
2025,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,2050.0,468.0
2025,11,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,125.0,19.0
2025,11,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2025,11,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,615.0,88.0
2025,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,15702.0,1893.0
2025,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,5007.0,197.0
2025,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,5242.0,1047.0
2025,12,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,카자흐스탄,Kazakhstan,933.0,121.0
2025,12,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2025,12,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,미국,USA,20.0,3.0
2025,12,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,814.0,121.0
2026,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,7168.0,960.0
2026,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,4.0,3.0
2026,1,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,3105.0,578.0
2026,1,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2026,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,17411.0,1269.0
2026,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6.0,5.0
2026,2,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1122.0,227.0
2026,2,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,1.0
2026,2,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,623.0,90.0
2026,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,16516.0,848.0
2026,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6.0,5.0
2026,3,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,11252.0,2320.0
2026,3,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2026,3,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,2126.0,488.0
2026,3,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,135.0,2.0
2026,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,26280.0,2436.0
2026,4,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,5.0,4.0
2026,4,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,6020.0,1117.0
2026,4,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,미국,USA,39.0,4.0
2026,4,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,555.0,84.0
2026,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,13674.0,1263.0
2026,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6.0,6.0
2026,5,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,1875.0,367.0
2026,5,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,0.0
2026,5,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,86.0,21.0
2026,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,뉴질랜드,New Zealand,11067.0,1234.0
2026,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,뉴질랜드,New Zealand,6.0,6.0
2026,6,Import,"Korea import customs (CIF, USD1000)",0507901110,전지(全枝),Whole stick,러시아 연방,Russia,936.0,187.0
2026,6,Import,"Korea import customs (CIF, USD1000)",0507901190,기타,Others,호주,Australia,1.0,1.0
2026,6,Export,"Korea export customs (FOB, USD1000)",0507901110,전지(全枝),Whole stick,홍콩,Hong Kong,72.0,9.0
2026,6,Export,"Korea export customs (FOB, USD1000)",0507901190,기타,Others,홍콩,Hong Kong,375.0,11.0
